timestamp,price_eur_per_mwh,production_mw,epoch_seconds
2025-10-01 00:00:00+00:00,54.18,0.0,1759276800
2025-10-01 00:15:00+00:00,54.22,0.0,1759277700
2025-10-01 00:30:00+00:00,54.18,0.0,1759278600
2025-10-01 00:45:00+00:00,54.24,0.0,1759279500
2025-10-01 01:00:00+00:00,54.04,0.0,1759280400
2025-10-01 01:15:00+00:00,54.01,0.0,1759281300
2025-10-01 01:30:00+00:00,53.64,0.0,1759282200
2025-10-01 01:45:00+00:00,53.85,0.0,1759283100
2025-10-01 02:00:00+00:00,52.72,0.0,1759284000
2025-10-01 02:15:00+00:00,52.55,0.0,1759284900
2025-10-01 02:30:00+00:00,52.75,0.0,1759285800
2025-10-01 02:45:00+00:00,54.06,5.0,1759286700
2025-10-01 03:00:00+00:00,54.46,155.0,1759287600
2025-10-01 03:15:00+00:00,54.13,106.0,1759288500
2025-10-01 03:30:00+00:00,54.28,136.0,1759289400
2025-10-01 03:45:00+00:00,54.56,90.0,1759290300
2025-10-01 04:00:00+00:00,56.37,226.0,1759291200
2025-10-01 04:15:00+00:00,56.69,249.0,1759292100
2025-10-01 04:30:00+00:00,56.79,248.0,1759293000
2025-10-01 04:45:00+00:00,57.27,248.0,1759293900
2025-10-01 05:00:00+00:00,58.91,246.0,1759294800
2025-10-01 05:15:00+00:00,59.14,247.0,1759295700
2025-10-01 05:30:00+00:00,59.34,248.0,1759296600
2025-10-01 05:45:00+00:00,59.51,248.0,1759297500
2025-10-01 06:00:00+00:00,65.26,249.0,1759298400
2025-10-01 06:15:00+00:00,61.88,249.0,1759299300
2025-10-01 06:30:00+00:00,60.11,248.0,1759300200
2025-10-01 06:45:00+00:00,58.78,247.0,1759301100
2025-10-01 07:00:00+00:00,58.35,249.0,1759302000
2025-10-01 07:15:00+00:00,57.0,249.0,1759302900
2025-10-01 07:30:00+00:00,57.0,249.0,1759303800
2025-10-01 07:45:00+00:00,56.37,250.0,1759304700
2025-10-01 08:00:00+00:00,55.98,250.0,1759305600
2025-10-01 08:15:00+00:00,55.95,248.0,1759306500
2025-10-01 08:30:00+00:00,55.82,249.0,1759307400
2025-10-01 08:45:00+00:00,55.73,246.0,1759308300
2025-10-01 09:00:00+00:00,56.97,248.0,1759309200
2025-10-01 09:15:00+00:00,56.7,249.0,1759310100
2025-10-01 09:30:00+00:00,56.32,249.0,1759311000
2025-10-01 09:45:00+00:00,56.43,249.0,1759311900
2025-10-01 10:00:00+00:00,55.76,36.0,1759312800
2025-10-01 10:15:00+00:00,55.76,0.0,1759313700
2025-10-01 10:30:00+00:00,55.76,0.0,1759314600
2025-10-01 10:45:00+00:00,55.76,0.0,1759315500
2025-10-01 11:00:00+00:00,55.38,0.0,1759316400
2025-10-01 11:15:00+00:00,55.4,0.0,1759317300
2025-10-01 11:30:00+00:00,55.39,0.0,1759318200
2025-10-01 11:45:00+00:00,55.4,0.0,1759319100
2025-10-01 12:00:00+00:00,55.58,198.0,1759320000
2025-10-01 12:15:00+00:00,55.54,247.0,1759320900
2025-10-01 12:30:00+00:00,55.62,247.0,1759321800
2025-10-01 12:45:00+00:00,55.48,51.0,1759322700
2025-10-01 13:00:00+00:00,55.72,0.0,1759323600
2025-10-01 13:15:00+00:00,55.82,69.0,1759324500
2025-10-01 13:30:00+00:00,55.82,244.0,1759325400
2025-10-01 13:45:00+00:00,55.86,245.0,1759326300
2025-10-01 14:00:00+00:00,55.66,247.0,1759327200
2025-10-01 14:15:00+00:00,55.82,245.0,1759328100
2025-10-01 14:30:00+00:00,55.88,245.0,1759329000
2025-10-01 14:45:00+00:00,56.31,247.0,1759329900
2025-10-01 15:00:00+00:00,55.93,246.0,1759330800
2025-10-01 15:15:00+00:00,57.7,244.0,1759331700
2025-10-01 15:30:00+00:00,58.26,245.0,1759332600
2025-10-01 15:45:00+00:00,58.47,246.0,1759333500
2025-10-01 16:00:00+00:00,56.58,241.0,1759334400
2025-10-01 16:15:00+00:00,56.66,239.0,1759335300
2025-10-01 16:30:00+00:00,56.92,241.0,1759336200
2025-10-01 16:45:00+00:00,56.96,242.0,1759337100
2025-10-01 17:00:00+00:00,58.03,249.0,1759338000
2025-10-01 17:15:00+00:00,57.94,242.0,1759338900
2025-10-01 17:30:00+00:00,57.92,240.0,1759339800
2025-10-01 17:45:00+00:00,57.89,240.0,1759340700
2025-10-01 18:00:00+00:00,56.43,244.0,1759341600
2025-10-01 18:15:00+00:00,56.36,246.0,1759342500
2025-10-01 18:30:00+00:00,55.76,237.0,1759343400
2025-10-01 18:45:00+00:00,55.65,179.0,1759344300
2025-10-01 19:00:00+00:00,56.21,185.0,1759345200
2025-10-01 19:15:00+00:00,56.17,173.0,1759346100
2025-10-01 19:30:00+00:00,56.17,183.0,1759347000
2025-10-01 19:45:00+00:00,55.96,176.0,1759347900
2025-10-01 20:00:00+00:00,56.55,197.0,1759348800
2025-10-01 20:15:00+00:00,56.5,232.0,1759349700
2025-10-01 20:30:00+00:00,56.25,192.0,1759350600
2025-10-01 20:45:00+00:00,55.72,122.0,1759351500
2025-10-01 21:00:00+00:00,56.31,182.0,1759352400
2025-10-01 21:15:00+00:00,55.94,130.0,1759353300
2025-10-01 21:30:00+00:00,55.74,105.0,1759354200
2025-10-01 21:45:00+00:00,54.82,60.0,1759355100
2025-10-01 22:00:00+00:00,54.08,4.0,1759356000
2025-10-01 22:15:00+00:00,54.11,0.0,1759356900
2025-10-01 22:30:00+00:00,54.02,0.0,1759357800
2025-10-01 22:45:00+00:00,53.93,0.0,1759358700
2025-10-01 23:00:00+00:00,51.54,0.0,1759359600
2025-10-01 23:15:00+00:00,51.31,0.0,1759360500
2025-10-01 23:30:00+00:00,51.1,0.0,1759361400
2025-10-01 23:45:00+00:00,50.96,0.0,1759362300
